plane,gene,assection_data_set_id
sagittal,Fem1a,2213
sagittal,Fem1b,69288962
sagittal,Fem1c,69288968
sagittal,Fen1,77620497
sagittal,Fer1l4,74580877
sagittal,Fer1l5,74562534
sagittal,Ferd3l,81657659
sagittal,Fermt1,68443531
sagittal,Fermt2,68499479
sagittal,Fermt3,69549181
sagittal,Fert2,70523685
sagittal,Fes,71764775
sagittal,Fetub,68638119
sagittal,Fez1,68632051
sagittal,Fez2,76003530
sagittal,Fezf1,70593146
sagittal,Fezf1,80342037
sagittal,Fezf2,68844839
sagittal,Ffar1,69257564
sagittal,Ffar2,79544822
sagittal,Ffar3,74822610
sagittal,Fga,68442907
sagittal,Fgb,68638095
sagittal,Fgd1,70429250
sagittal,Fgd2,68410279
sagittal,Fgd3,69672420
sagittal,Fgd4,71587661
sagittal,Fgd5,73497553
sagittal,Fgd6,67792194
sagittal,Fgf1,79360312
sagittal,Fgf10,74513971
sagittal,Fgf12,425
sagittal,Fgf12,426
sagittal,Fgf12,68192999
sagittal,Fgf12,79677107
sagittal,Fgf13,428
sagittal,Fgf13,429
sagittal,Fgf14,100145371
sagittal,Fgf15,1716
sagittal,Fgf15,80514093
sagittal,Fgf16,70724726
sagittal,Fgf17,71529797
sagittal,Fgf18,69672426
sagittal,Fgf2,100145369
sagittal,Fgf20,434
sagittal,Fgf20,435
sagittal,Fgf21,436
sagittal,Fgf21,437
sagittal,Fgf23,81655572
sagittal,Fgf3,439
sagittal,Fgf4,70919394
sagittal,Fgf5,69672438
sagittal,Fgf6,69672444
sagittal,Fgf7,77454720
sagittal,Fgf8,68798561
sagittal,Fgf9,81654115
sagittal,Fgfbp1,77455051
sagittal,Fgfbp3,74635641
sagittal,Fgfr1,441
sagittal,Fgfr1,442
sagittal,Fgfr1,79750677
sagittal,Fgfr1op,69672450
sagittal,Fgfr1op2,67765725
sagittal,Fgfr2,100145368
sagittal,Fgfr3,100146154
sagittal,Fgfr4,100144172
sagittal,Fgfrl1,75861795
sagittal,Fgg,576438
sagittal,Fggy,69549278
sagittal,Fgl1,68410512
sagittal,Fgl2,68631996
sagittal,Fgr,75831773
sagittal,Fh1,67936414
sagittal,Fhad1,68546125
sagittal,Fhdc1,69444861
sagittal,Fhit,75990503
sagittal,Fhl1,2219
sagittal,Fhl2,67792179
sagittal,Fhl4,70543052
sagittal,Fhl5,75851046
sagittal,Fhod1,69672456
sagittal,Fhod3,70565557
sagittal,Fhod3,74300681
sagittal,Fibcd1,69672462
sagittal,Fibin,68443477
sagittal,Fibp,68633279
sagittal,Fibp,70919328
sagittal,Ficd,75197534
sagittal,Fig4,68341525
sagittal,Figf,68911007
sagittal,Figla,81790686
sagittal,Fign,68844648
sagittal,Fignl1,69672468
sagittal,Filip1,70218956
sagittal,Filip1l,72283396
sagittal,Fip1l1,532635
sagittal,Fis1,686210
sagittal,Fitm1,72081615
sagittal,Fitm2,70238800
sagittal,Fiz1,69288974
sagittal,Fjx1,1204
sagittal,Fkbp10,100144163
sagittal,Fkbp11,68191450
sagittal,Fkbp14,70528659
sagittal,Fkbp15,71021021
sagittal,Fkbp1a,68269071
sagittal,Fkbp2,70528665
sagittal,Fkbp3,632493
sagittal,Fkbp4,67978476
sagittal,Fkbp5,70525820
sagittal,Fkbp6,2223
sagittal,Fkbp7,68545027
sagittal,Fkbp8,71487112
sagittal,Fkbp9,68562926
sagittal,Fkbpl,69012861
sagittal,Fkrp,68798741
sagittal,Fktn,70474089
sagittal,Flad1,68499028
sagittal,Flcn,68203487
sagittal,Flg2,70566035
sagittal,Fli1,81655562
sagittal,Flii,68193045
sagittal,Flna,70565563
sagittal,Flnb,69672480
sagittal,Flnc,70200884
sagittal,Flot1,72735
sagittal,Flot2,69672486
sagittal,Flrt1,71587667
sagittal,Flrt2,70565569
sagittal,Flrt3,71656690
sagittal,Flt1,2225
sagittal,Flt3,71232693
sagittal,Flt3l,80342187
sagittal,Flt4,69672498
sagittal,Flywch1,385773
sagittal,Flywch2,68632008
sagittal,Flywch2,71213737
sagittal,Fmc1,69116566
sagittal,Fmn1,74635029
sagittal,Fmn2,72182988
sagittal,Fmnl1,69672509
sagittal,Fmnl3,69236640
sagittal,Fmo1,68302311
sagittal,Fmo2,68444744
sagittal,Fmo3,69672515
sagittal,Fmo4,71587679
sagittal,Fmo5,70528671
sagittal,Fmo6,70565999
sagittal,Fmo9,70303863
sagittal,Fmod,68910983
sagittal,Fmr1,73606703
sagittal,Fmr1nb,69672521
sagittal,Fn1,69201594
sagittal,Fn3k,69261426
sagittal,Fn3krp,68442871
sagittal,Fnbp1,73906077
sagittal,Fnbp1,75695662
sagittal,Fnbp1l,69095948
sagittal,Fnbp4,69672539
sagittal,Fndc1,69672545
sagittal,Fndc3a,69672551
sagittal,Fndc3b,70723613
sagittal,Fndc4,74357604
sagittal,Fndc5,70276825
sagittal,Fndc7,71496522
sagittal,Fndc8,71891725
sagittal,Fnip2,69609001
sagittal,Fnta,2227
sagittal,Fntb,69672557
sagittal,Folh1,73512554
sagittal,Folr1,71919056
sagittal,Folr2,1718
sagittal,Folr4,69549169
sagittal,Fos,459
sagittal,Fos,80342219
sagittal,Fosb,69288986
sagittal,Fosl1,68667922
sagittal,Fosl2,1720
sagittal,Fosl2,1721
sagittal,Foxa1,77800889
sagittal,Foxa2,71307316
sagittal,Foxa3,80514161
sagittal,Foxb1,461
sagittal,Foxb2,1610
sagittal,Foxc1,70431319
sagittal,Foxd1,81790670
sagittal,Foxd2,81790678
sagittal,Foxd3,1497
sagittal,Foxd4,71280499
sagittal,Foxf1a,73497141
sagittal,Foxf1a,73731391
sagittal,Foxf2,72472440
sagittal,Foxg1,2231
sagittal,Foxh1,71307322
sagittal,Foxi1,2233
sagittal,Foxi2,70231122
sagittal,Foxi3,74736063
sagittal,Foxj1,81790662
sagittal,Foxj2,79632206
sagittal,Foxj3,68798181
sagittal,Foxk1,73497147
sagittal,Foxk2,71283434
sagittal,Foxl1,463
sagittal,Foxl1,100142544
sagittal,Foxm1,465
sagittal,Foxm1,77924478
sagittal,Foxn1,71307328
sagittal,Foxn2,69816559
sagittal,Foxn3,68522362
sagittal,Foxn4,71307334
sagittal,Foxo1,69288992
sagittal,Foxo3,73949752
sagittal,Foxo3,75197660
sagittal,Foxo4,69289399
sagittal,Foxp1,69288998
sagittal,Foxp2,68918262
sagittal,Foxp3,69289004
sagittal,Foxp4,70946123
sagittal,Foxr1,74578365
sagittal,Foxr2,71022678
sagittal,Foxred1,68157408
sagittal,Foxred2,72471840
sagittal,Foxs1,69288980
sagittal,Fpgs,68910961
sagittal,Fpgt,69672563
sagittal,Fpr1,70723387
sagittal,Fpr2,70724732
sagittal,Fpr-rs3,70723393
sagittal,Fpr-rs4,70723447
sagittal,Fras1,69672569
sagittal,Frat1,81654117
sagittal,Frat2,70919728
sagittal,Frem1,71281677
sagittal,Frem2,73513762
sagittal,Frg1,631718
sagittal,Frk,68443268
sagittal,Frmd4a,69672581
sagittal,Frmd4b,69174541
sagittal,Frmd5,71656873
sagittal,Frmd6,70528035
sagittal,Frmd8,67978501
sagittal,Frmpd1,69672587
sagittal,Frmpd3,70305466
sagittal,Frmpd4,70595913
sagittal,Frrs1,2558
sagittal,Frs2,70545895
sagittal,Frs3,2236
sagittal,Fry,70305174
sagittal,Fryl,69013495
sagittal,Fryl,70717371
sagittal,Fryl,70919943
sagittal,Frzb,2238
sagittal,Frzb,79632264
sagittal,Fscn1,69672593
sagittal,Fscn2,76003647
sagittal,Fscn3,69114561
sagittal,Fsd1,69113644
sagittal,Fsd1l,69608094
sagittal,Fsd2,70228245
sagittal,Fshb,69174427
sagittal,Fshr,71307340
sagittal,Fsip1,71892143
sagittal,Fsip2,71587685
sagittal,Fst,69672605
sagittal,Fstl1,68633050
sagittal,Fstl3,69672611
sagittal,Fstl4,70231158
sagittal,Fstl5,80514145
sagittal,Ftcd,68321892
sagittal,Fth1,70795961
sagittal,Fthl17,100144392
sagittal,Ftmt,70276831
sagittal,Fto,79749595
sagittal,Ftsj1,68302172
sagittal,Ftsj2,75828197
sagittal,Ftsj3,80514028
sagittal,Ftsjd2,67792202
sagittal,Fubp1,68443286
sagittal,Fubp1,70813113
sagittal,Fubp3,74359724
sagittal,Fuca1,532572
sagittal,Fuca2,75990609
sagittal,Fuk,385778
sagittal,Fundc1,512531
sagittal,Fundc2,70523684
sagittal,Furin,74822935
sagittal,Fus,68301512
sagittal,Fut1,69672623
sagittal,Fut10,68162206
sagittal,Fut11,69672629
sagittal,Fut2,69672635
sagittal,Fut4,69672641
sagittal,Fut4-ps1,74265261
sagittal,Fut7,69672647
sagittal,Fut8,392928
sagittal,Fut9,70303564
sagittal,Fuz,68845520
sagittal,Fv1,68667970
sagittal,Fxc1,68269658
sagittal,Fxn,69672575
sagittal,Fxr1,69838756
sagittal,Fxr2,68862108
sagittal,Fxyd1,68632918
sagittal,Fxyd2,68666684
sagittal,Fxyd3,73513768
sagittal,Fxyd4,70276837
sagittal,Fxyd5,69173962
sagittal,Fxyd6,69113656
sagittal,Fxyd7,69116590
sagittal,Fyb,74003378
sagittal,Fyco1,69672653
sagittal,Fyn,532746
sagittal,Fyttd1,71723827
sagittal,Fzd1,2240
sagittal,Fzd10,77464892
sagittal,Fzd2,81654103
sagittal,Fzd3,467
sagittal,Fzd4,2242
sagittal,Fzd4,77932799
sagittal,Fzd5,100145366
sagittal,Fzd6,81654107
sagittal,Fzd7,77932779
sagittal,Fzd8,471
sagittal,Fzd9,69256658
sagittal,Fzr1,323178
sagittal,G0s2,71232703
sagittal,G270054J13Rik*,73716686
sagittal,G2e3,69444741
sagittal,G370041N07Rik*,73716692
sagittal,G370126I09Rik*,73716674
sagittal,G370141D04Rik*,73716698
sagittal,G3bp1,68301192
sagittal,G3bp2,75198076
sagittal,G430023E01Rik*,73716740
sagittal,G530016P13Rik*,73767323
sagittal,G530019E01Rik*,73808159
sagittal,G530102J04Rik*,73808153
sagittal,G530126L13Rik*,73767356
sagittal,G530133B12Rik*,73808165
sagittal,G630005L12Rik*,73731277
sagittal,G630008E18,70565575
sagittal,G630016D24Rik,73731313
sagittal,G630027G22Rik*,73731271
sagittal,G630041M05Rik,69289021
sagittal,G630055F21Rik*,73731319
sagittal,G630064H08Rik,71529809
sagittal,G630070P10Rik*,73731301
sagittal,G630082H20Rik*,73731265
sagittal,G6b,73513774
sagittal,G6pc,68341507
sagittal,G6pc2,69672683
sagittal,G6pc3,69672689
sagittal,G6pdx,69672695
sagittal,G730001M10Rik*,73716764
sagittal,G730044K14Rik*,73716770
sagittal,G830022E06Rik*,73716758
sagittal,G830039O19Rik*,73716782
sagittal,G930020L02Rik*,73716788
sagittal,G930032B20Rik*,73716746
sagittal,G930045G22Rik,73731241
sagittal,Gaa,294019
sagittal,Gab1,71735832
sagittal,Gab2,69672701
sagittal,Gab3,69672707
sagittal,Gabarap,2246
sagittal,Gabarapl1,71608204
sagittal,Gabarapl2,68637778
sagittal,Gabbr1,68862120
sagittal,Gabbr2,69257594
sagittal,Gabpa,77455038
sagittal,Gabpb1,71608223
sagittal,Gabpb2,69672713
sagittal,Gabpb2,74510218
sagittal,Gabra1,69856453
sagittal,Gabra2,70593139
sagittal,Gabra3,69256860
sagittal,Gabra4,75551483
sagittal,Gabra5,68845239
sagittal,Gabra6,69256866
sagittal,Gabrb1,81671340
sagittal,Gabrb2,71380932
sagittal,Gabrb2,81790690
sagittal,Gabrb3,69256872
sagittal,Gabrd,80342297
sagittal,Gabre,81654095
sagittal,Gabrg1,69257289
sagittal,Gabrg2,75551482
sagittal,Gabrg3,69257295
sagittal,Gabrp,75831175
sagittal,Gabrq,69672719
sagittal,Gabrr1,80525551
sagittal,Gabrr2,79760466
sagittal,Gad1,480
sagittal,Gad1,69117383
sagittal,Gad1,75457536
sagittal,Gad1,75457537
sagittal,Gad1,75457538
sagittal,Gad1,75457539
sagittal,Gad1,75492754
sagittal,Gad1,75492764
sagittal,Gad1,75492774
sagittal,Gad1,75492784
sagittal,Gad1,75496149
sagittal,Gad1,75496150
sagittal,Gad1,75496151
sagittal,Gad1,75496152
sagittal,Gad1,75496539
sagittal,Gad1,75496558
sagittal,Gad1,75496559
sagittal,Gad1,75496569
sagittal,Gad2,79903740
sagittal,Gadd45a,576421
sagittal,Gadd45b,100144714
sagittal,Gadd45g,79749608
sagittal,Gadd45gip1,70545913
sagittal,Gadl1,76081195
sagittal,Gak,67815935
sagittal,Gal,68924578
sagittal,Gal3st1,68193027
sagittal,Gal3st2,71587697
sagittal,Gal3st2,77800905
sagittal,Gal3st3,100145393
sagittal,Gal3st4,69672731
sagittal,Galc,71280505
sagittal,Gale,68545342
sagittal,Galk1,68341627
sagittal,Galk2,69672748
sagittal,Galm,2250
sagittal,Galns,75695654
sagittal,Galnt1,68666977
sagittal,Galnt10,68341687
sagittal,Galnt11,68301506
sagittal,Galnt12,100144528
sagittal,Galnt13,69672754
sagittal,Galnt14,69672760
sagittal,Galnt2,68911014
sagittal,Galnt3,68920689
sagittal,Galnt4,69015380
sagittal,Galnt5,76003533
sagittal,Galnt6,69672766
sagittal,Galnt7,70276849
sagittal,Galnt9,71656678
sagittal,Galnt9,74431366
sagittal,Galntl1,70276855
sagittal,Galntl2,69672772
sagittal,Galntl4,68080691
sagittal,Galntl5,71919266
sagittal,Galntl6,70305353
sagittal,Galr1,80514053
sagittal,Galr2,79903762
sagittal,Galr3,100146166
sagittal,Galt,513017
sagittal,Gamt,69262341
sagittal,Gan,77464882
sagittal,Ganab,69672778
sagittal,Ganc,69444080
sagittal,Gap43,79669511
sagittal,Gapdh,70276861
sagittal,Gapdhs,69672784
sagittal,Gapt,70305210
sagittal,Gapvd1,69407582
sagittal,Gar1,71489802
sagittal,Garnl3,69672790
sagittal,Gars,68410297
sagittal,Gart,77455064
sagittal,Gas1,2252
sagittal,Gas2,71610818
sagittal,Gas2l1,74509597
sagittal,Gas2l3,69672802
sagittal,Gas2l3,71209847
sagittal,Gas5,484
sagittal,Gas5,74509584
sagittal,Gas6,68443142
sagittal,Gas7,69672808
sagittal,Gas8,74990538
sagittal,Gast,68743895
sagittal,Gata1,77454718
sagittal,Gata2,486
sagittal,Gata2,487
sagittal,Gata3,100145301
sagittal,Gata4,69289027
sagittal,Gata5,71307346
sagittal,Gata6,69289033
sagittal,Gatad1,70546311
sagittal,Gatad2a,68162200
sagittal,Gatad2b,71021020
sagittal,Gatc,71492922
sagittal,Gatm,1206
sagittal,Gatsl2,70545919
sagittal,Gatsl3,68546149
sagittal,GA_x5J8B7TQSKC-412-5,69014716
sagittal,Gba,1612
sagittal,Gba2,68844337
sagittal,Gba2,70795835
sagittal,Gbas,69549646
sagittal,Gbe1,75693197
sagittal,Gbf1,73513780
sagittal,Gbgt1,71587703
sagittal,Gbgt1,77932783
sagittal,Gbp1,77464908
sagittal,Gbp2,71608199
sagittal,Gbp2,77620367
sagittal,Gbp3,68445215
sagittal,Gbp5,69015344
sagittal,Gbp6,68076910
sagittal,Gbp8,68443423
sagittal,Gbp9,69101786
sagittal,Gbx1,81654137
sagittal,Gbx2,489
sagittal,Gbx2,490
sagittal,Gbx2,77464958
sagittal,Gc,75694889
sagittal,Gca,556987
sagittal,Gca,71210172
sagittal,Gcap14,71210328
sagittal,Gcap14,71493123
sagittal,Gcat,68499135
sagittal,Gcc1,77620824
sagittal,Gcc2,67787335
sagittal,Gcdh,69289039
sagittal,Gcet2,69672814
sagittal,Gcfc1,71724786
sagittal,Gcg,74990490
sagittal,Gcgr,1614
sagittal,Gch1,68300914
sagittal,Gchfr,69672820
sagittal,Gck,68269269
sagittal,Gckr,71616813
sagittal,Gclc,68410303
sagittal,Gclm,69672832
sagittal,Gcm1,69289045
sagittal,Gcm2,69289051
sagittal,Gcn1l1,69672838
sagittal,Gcnt1,68546476
sagittal,Gcnt2,69838554
sagittal,Gcnt2,81790718
sagittal,Gcnt3,71617022
sagittal,Gcsh,69015500
sagittal,Gda,70276867
sagittal,Gdap1,69104747
sagittal,Gdap10,71656138
sagittal,Gdap1l1,587406
sagittal,Gdap2,79676598
sagittal,Gde1,68192994
sagittal,Gdf1,70565593
sagittal,Gdf10,71587709
sagittal,Gdf11,71529821
sagittal,Gdf15,76081203
sagittal,Gdf2,70276873
sagittal,Gdf3,69672844
sagittal,Gdf5,81654111
sagittal,Gdf6,70276879
sagittal,Gdf7,81790674
sagittal,Gdf9,68667360
sagittal,Gdi1,74357589
sagittal,Gdi2,492
sagittal,Gdi2,69672856
sagittal,Gdnf,69672862
sagittal,Gdpd1,70429507
sagittal,Gdpd2,70525805
sagittal,Gdpd3,75694405
sagittal,Gdpd4,72472488
sagittal,Gdpd5,80514099
sagittal,Gem,71656064
sagittal,Gemin4,67787361
sagittal,Gemin5,74003379
sagittal,Gemin6,71764107
sagittal,Gemin7,70545925
sagittal,Gemin8,70445628
sagittal,Gen1,71493783
sagittal,Get4,601190
sagittal,Gfap,1358
sagittal,Gfap,79913385
sagittal,Gfer,71587721
sagittal,Gfer,77800907
sagittal,Gfi1,75990426
sagittal,Gfi1b,68667557
sagittal,Gfm1,386242
sagittal,Gfm2,67787343
sagittal,Gfod1,69526426
sagittal,Gfod2,77454589
sagittal,Gfpt1,69080046
sagittal,Gfpt2,68632044
sagittal,Gfra1,68797966
sagittal,Gfra2,69672868
sagittal,Gfra3,77620435
sagittal,Gfra4,74359748
sagittal,Gfral,70565611
sagittal,Gga1,532690
sagittal,Gga2,68843931
sagittal,Gga3,71529827
sagittal,Ggct,69447894
sagittal,Ggcx,76003536
sagittal,Ggh,69112406
sagittal,Ggn,100144949
sagittal,Ggnbp2,70303498
sagittal,Ggps1,71723936
sagittal,Ggps1,74300705
sagittal,Ggt1,68301210
sagittal,Ggt5,69672874
sagittal,Ggt6,69028665
sagittal,Ggt7,513022
sagittal,Ggta1,70545931
sagittal,Gh,74513935
sagittal,Ghdc,69608471
sagittal,Ghitm,1208
sagittal,Ghr,69838740
sagittal,Ghrh,497
sagittal,Ghrhr,75931533
sagittal,Ghrl,20
sagittal,Ghrl,77465010
sagittal,Ghsr,69257319
sagittal,Gif,72182974
sagittal,Gigyf1,69782993
sagittal,Gigyf2,69169965
sagittal,Gigyf2,73906233
sagittal,Gimap4,72283611
sagittal,Gimap5,70239027
sagittal,Gimap6,68523270
sagittal,Gimap7,69549172
sagittal,Gimap8,75197648
sagittal,Gimap9,76080955
sagittal,Gin1,67792182
sagittal,Gins1,75828186
sagittal,Gins2,69407756
sagittal,Gins3,69549605
sagittal,Gins4,68076542
sagittal,Gip,71991684
sagittal,Gipc1,68196959
sagittal,Gipc2,686219
sagittal,Gipr,70295936
sagittal,Gipr,71307352
sagittal,Git1,69672880
sagittal,Git2,68844325
sagittal,Giyd2,69838607
sagittal,Giyd2,74000594
sagittal,Gja1,2256
sagittal,Gja1,79632242
sagittal,Gja10,69672886
sagittal,Gja3,69257325
sagittal,Gja3,77793177
sagittal,Gja4,69028503
sagittal,Gja5,68799029
sagittal,Gja5,77790744
sagittal,Gja6,69257331
sagittal,Gja8,69257337
sagittal,Gjb1,69257343
sagittal,Gjb2,1360
sagittal,Gjb3,75861847
sagittal,Gjb4,77793179
sagittal,Gjb5,2260
sagittal,Gjb6,2262
sagittal,Gjc1,77790718
sagittal,Gjc3,69257355
sagittal,Gjd2,79677343
sagittal,Gjd3,100146044
sagittal,Gjd4,100144859
sagittal,Gje1,71892460
sagittal,Gk2,76081900
sagittal,Gk5,69530989
sagittal,Gkap1,69116329
sagittal,Gkn1,71587727
sagittal,Gkn2,71991732
sagittal,Gkn3,70200896
sagittal,Gla,71723943
sagittal,Glb1,69015703
sagittal,Glb1l,70813089
sagittal,Glb1l,74076144
sagittal,Glb1l2,678705
sagittal,Glb1l3,71833026
sagittal,Glcci1,69114640
sagittal,Glce,71280946
sagittal,Gldc,79354746
sagittal,Gldn,70720252
sagittal,Gle1,68637945
sagittal,Glg1,532744
sagittal,Glg1,77800925
sagittal,Gli1,69289057
sagittal,Gli2,69289063
sagittal,Gli3,1616
sagittal,Glipr1,69549185
sagittal,Glipr1l2,71891581
sagittal,Glipr2,71529839
sagittal,Glis1,76081016
sagittal,Glis2,68410470
sagittal,Glis3,71587733
sagittal,Glmn,67978475
sagittal,Glo1,67792200
sagittal,Glod4,69116510
sagittal,Glod5,71920297
sagittal,Glp1r,73606497
sagittal,Glp2r,69134304
sagittal,Glp2r,81600112
sagittal,Glra1,70724738
sagittal,Glra2,71587739
sagittal,Glra3,70723453
sagittal,Glra4,70724744
sagittal,Glrb,499
sagittal,Glrb,81790732
sagittal,Glrp1,69672892
sagittal,Glrx,70545937
sagittal,Glrx2,73513786
sagittal,Glrx3,71724744
sagittal,Glrx5,69262236
sagittal,Gls,501
sagittal,Gls,502
sagittal,Gls2,69289069
sagittal,Glt1d1,70218950
sagittal,Glt25d1,68157407
sagittal,Glt25d1,70812762
sagittal,Glt25d2,69524527
sagittal,Glt28d2,69407720
sagittal,Glt6d1,71892065
sagittal,Glt8d1,69202615
sagittal,Glt8d2,69352944
sagittal,Gltp,68341597
sagittal,Gltpd1,69080038
sagittal,Gltpd2,71724467
sagittal,Gltscr1,70566310
sagittal,Gltscr2,68193067
sagittal,Glud1,504
sagittal,Glud1,505
sagittal,Glul,67978757
sagittal,Glul,70919872
sagittal,Glyat,77932821
sagittal,Glycam1,69672898
sagittal,Glyctk,68499046
sagittal,Glyr1,100146071
sagittal,Gm10010,70787402
sagittal,Gm10037,70725043
sagittal,Gm10044,70725001
sagittal,Gm10057,71891551
sagittal,Gm1006,74514375
sagittal,Gm101,71021173
sagittal,Gm10103,70596233
sagittal,Gm1027,70299899
sagittal,Gm10283,71808680
sagittal,Gm10339,74427103
sagittal,Gm10382,73906515
sagittal,Gm104,70295835
sagittal,Gm1043,70299923
sagittal,Gm10440,70305664
sagittal,Gm1045,76081020
sagittal,Gm10482,74822599
sagittal,Gm10499,72183008
sagittal,Gm10517,73949566
sagittal,Gm10549,74579443
sagittal,Gm106,71021177
sagittal,Gm1060,70299947
sagittal,Gm10635,74076072
sagittal,Gm1070,70299959
sagittal,Gm1078,70299971
sagittal,Gm1082,69672910
sagittal,Gm1088,70299977
sagittal,Gm1094,75692945
sagittal,Gm1110,74578254
sagittal,Gm1118,74514249
sagittal,Gm1125,70299995
sagittal,Gm1127,70300001
sagittal,Gm11292,70565873
sagittal,Gm1131,74509590
sagittal,Gm11346,74580823
sagittal,Gm1136,72472472
sagittal,Gm1140,70300025
sagittal,Gm1141,74562540
sagittal,Gm11458,71022834
sagittal,Gm11536,73712900
sagittal,Gm11538,70611078
sagittal,Gm11541,74635830
sagittal,Gm11545,70228418
sagittal,Gm11568,71789945
sagittal,Gm11733,71213837
sagittal,Gm11818,75990478
sagittal,Gm1195,70300043
sagittal,Gm11961,71569226
sagittal,Gm1199,70300055
sagittal,Gm12,70295524
sagittal,Gm12169,70565909
sagittal,Gm12258,70566199
sagittal,Gm12429,70786682
sagittal,Gm12474,75043653
sagittal,Gm12541,71569241
sagittal,Gm1257,70300073
sagittal,Gm12580,70786725
sagittal,Gm12666,68341854
sagittal,Gm12680,70305365
sagittal,Gm12692,74736147
sagittal,Gm128,70295888
sagittal,Gm12830,70786743
sagittal,Gm12866,70786749
sagittal,Gm1292,70300085
sagittal,Gm1302,74735313
sagittal,Gm13177,70784540
sagittal,Gm132,70295643
sagittal,Gm1320,70300091
sagittal,Gm1322,74431260
sagittal,Gm1323,70608358
sagittal,Gm1335,70725121
sagittal,Gm13420,75693178
sagittal,Gm13490,74581211
sagittal,Gm136,70295709
sagittal,Gm13624,74736237
sagittal,Gm13749,70723086
sagittal,Gm13889,74076108
sagittal,Gm1396,70300097
sagittal,Gm1399,70300103
sagittal,Gm14015,75990476
sagittal,Gm14047,70305192
sagittal,Gm1408,70725361
sagittal,Gm1409,70300109
sagittal,Gm14092,73870692
sagittal,Gm1410,70725371
sagittal,Gm14140,70595829
sagittal,Gm14200,71148154
sagittal,Gm14206,70725055
sagittal,Gm14296,68798825
sagittal,Gm1441,70725459
sagittal,Gm14461,71569214
sagittal,Gm14492,73870617
sagittal,Gm14543,70784594
sagittal,Gm14644,70724959
sagittal,Gm14920,74821864
sagittal,Gm15104,70595907
sagittal,Gm15217,70595990
sagittal,Gm15229,70595762
sagittal,Gm1527,74562510
sagittal,Gm154,76081018
sagittal,Gm1540,74821910
sagittal,Gm1550,70298369
sagittal,Gm1550,100144937
sagittal,Gm1553,70276909
sagittal,Gm156,72471826
sagittal,Gm1562,70611096
sagittal,Gm1564,71529845
sagittal,Gm1566,74578278
sagittal,Gm1567,70298393
sagittal,Gm1568,73497575
sagittal,Gm15688,70786634
sagittal,Gm1571,74821862
sagittal,Gm1574,68744152
sagittal,Gm15800,69013450
sagittal,Gm1582,70298417
sagittal,Gm1586,70298429
sagittal,Gm1587,74578371
sagittal,Gm1592,70298441
sagittal,Gm1604b,70298471
sagittal,Gm1610,74743417
sagittal,Gm1611,71570763
sagittal,Gm16223,70787059
sagittal,Gm1625,71668662
sagittal,Gm1627,72472396
sagittal,Gm16294,70611419
sagittal,Gm1630,70298567
sagittal,Gm1645,70298579
sagittal,Gm16486,72283366
sagittal,Gm1650,70298585
sagittal,Gm16515,68080694
sagittal,Gm16516,68444660
sagittal,Gm16517,70724768
sagittal,Gm16519,74736480
sagittal,Gm166,69672934
sagittal,Gm1661,70299905
sagittal,Gm1667,70299911
sagittal,Gm1673,74581181
sagittal,Gm1679,72076605
sagittal,Gm1690,70596119
sagittal,Gm1698,74562570
sagittal,Gm1715,77924420
sagittal,Gm1716,70300019
sagittal,Gm1720,71764455
sagittal,Gm1724,70300049
sagittal,Gm1747,70608415
sagittal,Gm1758,74735319
sagittal,Gm177,70295954
sagittal,Gm1795,73513792
sagittal,Gm1833,70295853
sagittal,Gm1834,70295870
sagittal,Gm1855,70298214
sagittal,Gm1914,70300067
sagittal,Gm196,70296014
sagittal,Gm1965,70787263
sagittal,Gm1966,70725579
sagittal,Gm1968,74430972
sagittal,Gm1973,70201170
sagittal,Gm205,76081014
sagittal,Gm216,74578311
sagittal,Gm2176,70228430
sagittal,Gm22,70276921
sagittal,Gm223,70296020
sagittal,Gm234,70295721
sagittal,Gm239,71764437
sagittal,Gm2511,70787567
sagittal,Gm255,70295733
sagittal,Gm261,71213653
sagittal,Gm263,70296032
sagittal,Gm266,71307358
sagittal,Gm270,70295751
sagittal,Gm271,70296038
sagittal,Gm2716,72182967
sagittal,Gm280,73513807
sagittal,Gm2a,70473897
sagittal,Gm315,74514213
sagittal,Gm3228,74736117
sagittal,Gm324,70295787
sagittal,Gm333,80514151
sagittal,Gm3392,70295685
sagittal,Gm340,70298513
sagittal,Gm347,73497581
sagittal,Gm3579,74743477
sagittal,Gm362,70296002
sagittal,Gm364,74562564
sagittal,Gm371,70296008
sagittal,Gm3716,70299941
sagittal,Gm378,70295673
sagittal,Gm38,70295996
sagittal,Gm381,70295697
sagittal,Gm382,70295626
sagittal,Gm40,70295542
sagittal,Gm41,70725031
sagittal,Gm410,70298136
sagittal,Gm4125,75991108
sagittal,Gm414,71764751
sagittal,Gm426,73712792
sagittal,Gm427,70300186
sagittal,Gm428,72471839
sagittal,Gm430,70298142
sagittal,Gm4358,70295948
sagittal,Gm44,70295661
sagittal,Gm442,70298148
sagittal,Gm454,71764673
sagittal,Gm454,81600574
sagittal,Gm471,74735325
sagittal,Gm4738,68445901
sagittal,Gm4741,69442247
sagittal,Gm4746,74822597
sagittal,Gm4755,70565551
sagittal,Gm4759,70565903
sagittal,Gm4763,68546254
sagittal,Gm4774,70724977
sagittal,Gm4776,70303911
sagittal,Gm4791,70565458
sagittal,Gm4792,72182983
sagittal,Gm4792,75990858
sagittal,Gm4793,71765022
