plane,gene,assection_data_set_id
sagittal,AW209491,634472
sagittal,AW549877,69059819
sagittal,AW551984,71764065
sagittal,AW554918,76003630
sagittal,AW555464,68667377
sagittal,AW557046,74427122
sagittal,AW822252,71808588
sagittal,Awat1,71489814
sagittal,Awat2,71020992
sagittal,Axin1,2054
sagittal,Axin2,69838361
sagittal,Axl,68798199
sagittal,AY026312,70231110
sagittal,AY074887,73423759
sagittal,AY512931,70793875
sagittal,AY702102,74822862
sagittal,AY702103,73513492
sagittal,Aym1,73513507
sagittal,Azgp1,69028617
sagittal,Azi1,72472487
sagittal,Azi2,512987
sagittal,Azi2,81599640
sagittal,Azin1,67815551
sagittal,B020004C17Rik,70725519
sagittal,B020004J07Rik,70786731
sagittal,B020004J07Rik,73712930
sagittal,B020017C02Rik,70565921
sagittal,B020018G13Rik*,74000522
sagittal,B020018I07Rik*,74000510
sagittal,B020031H02Rik,74578383
sagittal,B130006D01Rik,70231116
sagittal,B130006D01Rik,71212578
sagittal,B130016D09Rik,70784558
sagittal,B130024G19Rik,74277748
sagittal,B130040O20Rik,71495855
sagittal,B230032P10Rik*,74000534
sagittal,B230104C08Rik,71495861
sagittal,B230118H07Rik,71763735
sagittal,B230120H23Rik,2050
sagittal,B230206H07Rik,71495867
sagittal,B230208H17Rik,71211353
sagittal,B230209E15Rik,71495873
sagittal,B230209E15Rik,77904840
sagittal,B230209K01Rik,71809061
sagittal,B230214G05,70305431
sagittal,B230215A15Rik*,73808355
sagittal,B230215H11Rik*,73906355
sagittal,B230216G23Rik,74277638
sagittal,B230217C12Rik,71495879
sagittal,B230218O03,71574485
sagittal,B230220B15Rik,70231134
sagittal,B230220N19Rik,70231140
sagittal,B230304F11Rik*,74000540
sagittal,B230311B06Rik,72283563
sagittal,B230312A22Rik,71808771
sagittal,B230312C02Rik,71809352
sagittal,B230315N10Rik,68632094
sagittal,B230316E19Rik*,73811579
sagittal,B230317F23Rik,69527824
sagittal,B230319C09Rik,70231146
sagittal,B230325I23Rik*,73811585
sagittal,B230325K18Rik,69527830
sagittal,B230340J04Rik,69527848
sagittal,B230342D01Rik*,74000576
sagittal,B230354K17Rik,67787341
sagittal,B230354K17Rik,81599684
sagittal,B230359F08Rik,74509542
sagittal,B230362M20Rik,70231152
sagittal,B230369F24Rik,74822575
sagittal,B230369O20Rik*,73906349
sagittal,B230373P09Rik,69527866
sagittal,B230380O10Rik*,73811591
sagittal,B230396K10Rik,69527878
sagittal,B230398E24Rik*,74000564
sagittal,B230399H06Rik,69527890
sagittal,B2m,70305443
sagittal,B330016D10Rik,75197540
sagittal,B3galnt1,68076555
sagittal,B3galnt2,69608887
sagittal,B3galt1,69527896
sagittal,B3galt2,68797505
sagittal,B3galt4,69527902
sagittal,B3galt5,74581128
sagittal,B3galt6,69527908
sagittal,B3galtl,69672904
sagittal,B3gat1,71724822
sagittal,B3gat2,69527914
sagittal,B3gat3,71283674
sagittal,B3gnt1,69527932
sagittal,B3gnt2,70474749
sagittal,B3gnt3,67815957
sagittal,B3gnt4,70231176
sagittal,B3gnt5,69527926
sagittal,B3gnt6,69529101
sagittal,B3gnt7,68499473
sagittal,B3gnt8,68410584
sagittal,B3gnt9-ps,69531109
sagittal,B3gntl1,69444747
sagittal,B430006D22Rik,73712750
sagittal,B430203M17Rik,69527950
sagittal,B430209F14Rik,71495903
sagittal,B430212C06Rik,100144924
sagittal,B430217B02Rik,70231200
sagittal,B430306N03Rik,70231206
sagittal,B4galnt2,69672742
sagittal,B4galnt3,71569259
sagittal,B4galnt4,71211764
sagittal,B4galt1,68911030
sagittal,B4galt2,71280715
sagittal,B4galt3,323179
sagittal,B4galt4,71487031
sagittal,B4galt5,70231218
sagittal,B4galt6,2056
sagittal,B4galt7,532708
sagittal,B530045E10Rik,69527962
sagittal,B630005N14Rik,69527968
sagittal,B630019K06Rik,69837561
sagittal,B830004H01Rik,69527974
sagittal,B830028H17Rik*,74000588
sagittal,B930007M17Rik,69527992
sagittal,B930023M13Rik,74822577
sagittal,B930041F14Rik,69528010
sagittal,B930042J22Rik*,74000606
sagittal,B930071L05,75990477
sagittal,B930072A22Rik*,74000618
sagittal,B930086A06Rik,71495915
sagittal,B930095G15Rik,69528028
sagittal,B9d1,71991965
sagittal,B9d2,68522435
sagittal,Baalc,69528040
sagittal,Baat,68301288
sagittal,Bace1,69528046
sagittal,Bace1,70813149
sagittal,Bace2,144
sagittal,Bach1,77455015
sagittal,Bach2,69816488
sagittal,Bad,69528052
sagittal,Bag1,69134523
sagittal,Bag2,75694921
sagittal,Bag3,69528058
sagittal,Bag4,68844241
sagittal,Bag4,100146149
sagittal,Bag5,70525794
sagittal,Bahcc1,75988301
sagittal,Bahd1,69528064
sagittal,Bai1,71283681
sagittal,Bai2,73584753
sagittal,Bai3,69236855
sagittal,Bai3,71158445
sagittal,Baiap2,69528070
sagittal,Baiap2l1,68076990
sagittal,Baiap2l2,74431104
sagittal,Baiap3,70795349
sagittal,Baiap3,74735337
sagittal,Bak1,75831757
sagittal,Bambi,68410333
sagittal,Banf1,68910955
sagittal,Banf2,69114168
sagittal,Bank1,69528076
sagittal,Banp,68196962
sagittal,Bap1,69528082
sagittal,Bard1,75197486
sagittal,Barhl1,68861948
sagittal,Barhl2,73497128
sagittal,Barhl2,81659531
sagittal,Barx1,71283687
sagittal,Barx2,2058
sagittal,Bat1a,68148739
sagittal,Bat2,69013308
sagittal,Bat2l,68797673
sagittal,Bat2l2,72081816
sagittal,Bat4,75831768
sagittal,Bat5,68631954
sagittal,Batf,100145359
sagittal,Batf2,70542942
sagittal,Batf3,70723337
sagittal,Bax,71616139
sagittal,Baz1a,70231785
sagittal,Baz1b,69288680
sagittal,Baz2a,69288686
sagittal,Baz2b,68845615
sagittal,BB288505,74514282
sagittal,Bbc3,68798043
sagittal,Bbox1,68410393
sagittal,Bbs1,70231230
sagittal,Bbs10,100144865
sagittal,Bbs2,69028378
sagittal,Bbs4,69528094
sagittal,Bbs5,69116721
sagittal,Bbs7,67767447
sagittal,Bbs9,69262294
sagittal,Bbx,77620241
sagittal,BC002118,77792905
sagittal,BC002163,68076547
sagittal,BC002163,70918976
sagittal,BC002230,68161469
sagittal,BC003266,69080042
sagittal,BC003267,73496911
sagittal,BC003331,70445604
sagittal,BC003965,513254
sagittal,BC004004,70430842
sagittal,BC005537,275692
sagittal,BC005561,70724589
sagittal,BC005624,68203452
sagittal,BC005655,75826583
sagittal,BC005764,69528106
sagittal,BC006779,68743925
sagittal,BC006965,68269296
sagittal,BC011248,68302035
sagittal,BC011426,71724828
sagittal,BC013529,68341513
sagittal,BC013712,69528130
sagittal,BC014805,69015691
sagittal,BC015286,68744946
sagittal,BC016201,68342354
sagittal,BC016423,68666583
sagittal,BC016423,73906239
sagittal,BC016495,68666607
sagittal,BC016548,68341633
sagittal,BC016579,68341561
sagittal,BC016608,68443489
sagittal,BC017158,70445616
sagittal,BC017612,71654134
sagittal,BC017643,76098402
sagittal,BC017647,634467
sagittal,BC018242,67765715
sagittal,BC018465,75826684
sagittal,BC018507,393248
sagittal,BC019943,587425
sagittal,BC020535,70445622
sagittal,BC021614,68499147
sagittal,BC021785,71808643
sagittal,BC021891,73906149
sagittal,BC022687,67815962
sagittal,BC022713,68498747
sagittal,BC023105,67787348
sagittal,BC023814,68160843
sagittal,BC023829,69528993
sagittal,BC024139,68843961
sagittal,BC024479,70542998
sagittal,BC024537,69236670
sagittal,BC024659,69529011
sagittal,BC024760,73513552
sagittal,BC024814,68148735
sagittal,BC025446,68445931
sagittal,BC026439,69261398
sagittal,BC026585,74431197
sagittal,BC026590,69529017
sagittal,BC027092,71724834
sagittal,BC027231,70445634
sagittal,BC027344,74514043
sagittal,BC028450,69529035
sagittal,BC028528,68744636
sagittal,BC028799,75988299
sagittal,BC029214,77923129
sagittal,BC030307,678688
sagittal,BC030336,678689
sagittal,BC030336,71211752
sagittal,BC030336,74000690
sagittal,BC030476,68162208
sagittal,BC030500,70525806
sagittal,BC030863,71574522
sagittal,BC030867,68498615
sagittal,BC030870,74359532
sagittal,BC031181,69838743
sagittal,BC031353,68196919
sagittal,BC031353,73870629
sagittal,BC031781,73712852
sagittal,BC032203,80340106
sagittal,BC034076,68191120
sagittal,BC034090,69529065
sagittal,BC034902,71656090
sagittal,BC035947,69173274
sagittal,BC037034,378548
sagittal,BC037703,68795420
sagittal,BC038156,69529089
sagittal,BC039966,73513564
sagittal,BC040756,71212590
sagittal,BC042761,71574540
sagittal,BC043934,70231743
sagittal,BC046331,68924817
sagittal,BC046404,70528354
sagittal,BC048355,69262317
sagittal,BC048403,71495956
sagittal,BC048502,69113883
sagittal,BC048546,70524296
sagittal,BC048599,69113823
sagittal,BC048671,70528360
sagittal,BC048679,70295602
sagittal,BC048943,69529149
sagittal,BC048943,77793211
sagittal,BC049265,74431077
sagittal,BC049349,70566151
sagittal,BC049635,69114962
sagittal,BC049688,73716632
sagittal,BC049702,70525770
sagittal,BC049715,69113704
sagittal,BC049762,69116409
sagittal,BC049807,77932825
sagittal,BC050777,69116322
sagittal,BC051070,68797613
sagittal,BC051076,71574564
sagittal,BC051142,69113853
sagittal,BC051628,69114253
sagittal,BC051665,68667348
sagittal,BC052040,71393322
sagittal,BC052486,74277732
sagittal,BC052688,74736183
sagittal,BC053393,68667691
sagittal,BC053749,73423781
sagittal,BC053994,70231755
sagittal,BC055004,69012888
sagittal,BC055111,69114153
sagittal,BC055324,71764946
sagittal,BC056474,68919057
sagittal,BC057022,69262260
sagittal,BC057079,69529173
sagittal,BC057079,71211001
sagittal,BC060267,68845269
sagittal,BC061194,69114878
sagittal,BC061237,70526065
sagittal,BC062185,70719030
sagittal,BC066028,74578594
sagittal,BC066135,77620243
sagittal,BC067068,70231791
sagittal,BC067074,69529238
sagittal,BC068157,71022726
sagittal,BC068281,70946237
sagittal,BC088983,71211560
sagittal,BC089491,72182961
sagittal,BC089597,70524270
sagittal,BC094916,74430942
sagittal,BC106179,71380908
sagittal,BC107364,70429076
sagittal,Bcam,71764144
sagittal,Bcan,155
sagittal,Bcan,156
sagittal,Bcap29,72739
sagittal,Bcap29,71209829
sagittal,Bcap31,79544798
sagittal,Bcar1,71656769
sagittal,Bcar3,68161460
sagittal,Bcar3,77800955
sagittal,Bcas1,71152403
sagittal,Bcas2,513003
sagittal,Bcas3,69529256
sagittal,Bcat1,68667916
sagittal,Bcat2,68341310
sagittal,Bccip,69105321
sagittal,Bcdin3d,638736
sagittal,Bche,69529268
sagittal,Bckdha,68443080
sagittal,Bckdhb,68744176
sagittal,Bckdk,68745347
sagittal,Bcl10,75861854
sagittal,Bcl11a,67978774
sagittal,Bcl11a,77910643
sagittal,Bcl11b,74990505
sagittal,Bcl2,69529274
sagittal,Bcl2a1a,76080983
sagittal,Bcl2a1b,68523282
sagittal,Bcl2a1d,71764071
sagittal,Bcl2a1d,77904713
sagittal,Bcl2l1,69529280
sagittal,Bcl2l10,68667449
sagittal,Bcl2l11,68342141
sagittal,Bcl2l12,68545995
sagittal,Bcl2l13,68444690
sagittal,Bcl2l14,68498872
sagittal,Bcl2l15,69672958
sagittal,Bcl2l2,67765710
sagittal,Bcl3,75934929
sagittal,Bcl6,68745474
sagittal,Bcl6b,69288704
sagittal,Bcl7a,583569
sagittal,Bcl7b,1602
sagittal,Bcl7c,633284
sagittal,Bcl9,641531
sagittal,Bcl9l,67979042
sagittal,Bcl9l,72472386
sagittal,Bclaf1,68498325
sagittal,Bclp2,74735265
sagittal,Bcmo1,70231809
sagittal,Bco2,69529262
sagittal,Bcor,70303540
sagittal,Bcorl1,69816500
sagittal,Bcr,69529286
sagittal,Bcs1l,68637892
sagittal,Bdh1,68861717
sagittal,Bdh2,76135539
sagittal,Bdkrb1,69236867
sagittal,Bdkrb2,69236873
sagittal,Bdnf,75695642
sagittal,Bdp1,71808711
sagittal,Bean,70305490
sagittal,Becn1,70429172
sagittal,Becn1,70919687
sagittal,Begain,69529340
sagittal,Bend3,71495729
sagittal,Bend5,68743984
sagittal,Bend6,68844391
sagittal,Bend7,76003521
sagittal,Best1,70302992
sagittal,Best2,1931
sagittal,Bet1,68300932
sagittal,Bet1l,641534
sagittal,Bet3l,100144090
sagittal,Bex1,69116584
sagittal,Bex2,68545917
sagittal,Bex4,69201534
sagittal,Bfar,68638077
sagittal,Bfsp1,69838255
sagittal,Bfsp2,71495968
sagittal,Bglap-rs1,68631978
sagittal,Bgn,68443178
sagittal,Bhlha15,68301987
sagittal,Bhlha9,71380369
sagittal,Bhlhb9,71152569
sagittal,Bhlhb9,71662888
sagittal,Bhlhe22,1163
sagittal,Bhlhe23,70231815
sagittal,Bhlhe40,76097715
sagittal,Bhlhe41,69816506
sagittal,Bhmt,68162239
sagittal,Bhmt2,75694877
sagittal,Bicc1,71808546
sagittal,Bicc1,73906442
sagittal,Bicd1,70430904
sagittal,Bicd2,68161483
sagittal,Bid,68076884
sagittal,Bik,632496
sagittal,Bin1,69529292
sagittal,Bin3,71724470
sagittal,Birc2,69529304
sagittal,Birc2,70918874
sagittal,Birc3,75694726
sagittal,Birc5,633663
sagittal,Birc6,69529316
sagittal,Birc7,69529322
sagittal,Bivm,75988302
sagittal,Blcap,68637575
sagittal,Blk,68544991
sagittal,Blm,69529334
sagittal,Blmh,2064
sagittal,Blnk,100144476
sagittal,Bloc1s1,100144717
sagittal,Bloc1s2,77620441
sagittal,Bloc1s3,74822609
sagittal,Blvra,75850398
sagittal,Blvrb,634437
sagittal,Blzf1,70430910
sagittal,Bmf,69529346
sagittal,Bmi1,68667934
sagittal,Bmp1,69529352
sagittal,Bmp10,76003510
sagittal,Bmp15,68667455
sagittal,Bmp2,76003511
sagittal,Bmp2k,73712912
sagittal,Bmp3,69529358
sagittal,Bmp4,79669531
sagittal,Bmp5,69529364
sagittal,Bmp6,74514174
sagittal,Bmp7,2066
sagittal,Bmp8a,74431083
sagittal,Bmp8b,69529370
sagittal,Bmper,77465060
sagittal,Bmpr1a,68845568
sagittal,Bmpr1b,69529376
sagittal,Bmpr2,69529382
sagittal,Bms1,68918922
sagittal,Bmx,69529388
sagittal,Bmyc,71307196
sagittal,Bnc1,75934930
sagittal,Bnc2,71574570
sagittal,Bnip1,69133845
sagittal,Bnip2,68301216
sagittal,Bnip3,68745353
sagittal,Bnip3l,75988303
sagittal,Bnipl,79536604
sagittal,Boc,69013110
sagittal,Boc,71147888
sagittal,Bod1,69202406
sagittal,Bod1l,69524410
sagittal,Bok,68744887
sagittal,Bola1,68910981
sagittal,Bola1,71211566
sagittal,Bola2,74427089
sagittal,Bola3,69201666
sagittal,Boll,71891886
sagittal,Bop1,69059816
sagittal,Bpgm,75750418
sagittal,Bphl,71608345
sagittal,Bpi,75931540
sagittal,Bpil1,74581217
sagittal,Bpil2,70231821
sagittal,Bpil3,75831707
sagittal,Bpnt1,73584789
sagittal,Bptf,68844701
sagittal,Braf,74579398
sagittal,Brap,678698
sagittal,Brap,74822607
sagittal,Brca1,75988313
sagittal,Brca2,75988323
sagittal,Brcc3,70431205
sagittal,Brd1,75233702
sagittal,Brd2,70305496
sagittal,Brd3,67787358
sagittal,Brd4,67787362
sagittal,Brd7,69529412
sagittal,Brd8,1674
sagittal,Brd9,69526540
sagittal,Brd9,71213093
sagittal,Brdt,74510260
sagittal,Bre,73818810
sagittal,Bre,74359670
sagittal,Brf1,68845191
sagittal,Brf2,69529418
sagittal,Bri3,70528396
sagittal,Bri3bp,69059878
sagittal,Brip1,71380926
sagittal,Brix1,67765719
sagittal,Brix1,71152485
sagittal,Brms1,71763741
sagittal,Brms1l,68744671
sagittal,Brp16,69174391
sagittal,Brp44,79393535
sagittal,Brp44l,100144162
sagittal,Brpf1,68845562
sagittal,Brpf3,69113769
sagittal,Brs3,69236879
sagittal,Brsk1,100144096
sagittal,Brsk2,73513582
sagittal,Brwd1,1110
sagittal,Brwd3,70231827
sagittal,Bscl2,68798085
sagittal,Bsdc1,70598387
sagittal,Bsg,167
sagittal,Bsn,69529424
sagittal,Bsnd,68191210
sagittal,Bspry,632488
sagittal,Bst1,71496007
sagittal,Bst1,77904873
sagittal,Bst2,69529430
sagittal,Bsx,71281704
sagittal,Btaf1,70239075
sagittal,Btbd1,71723869
sagittal,Btbd10,70524295
sagittal,Btbd11,69837933
sagittal,Btbd12,69529436
sagittal,Btbd16,72182953
sagittal,Btbd19,72283516
sagittal,Btbd2,69169469
sagittal,Btbd3,68637915
sagittal,Btbd6,69236682
sagittal,Btbd7,69549612
sagittal,Btbd9,69015194
sagittal,Btc,75988324
sagittal,Btd,2070
sagittal,Btf3l4,68666738
sagittal,Btg1,71610843
sagittal,Btg2,69530684
sagittal,Btg3,68300986
sagittal,Btg4,75988334
sagittal,Btk,68667928
sagittal,Btla,76080984
sagittal,Btn1a1,68076975
sagittal,Btn2a2,76081031
sagittal,Btnl1,69013080
sagittal,Btnl2,77620269
sagittal,Btnl9,75214736
sagittal,Btrc,75692782
sagittal,Bub1,68563068
sagittal,Bub1b,74990525
sagittal,Bub3,68522380
sagittal,Bud13,70717353
sagittal,Bud31,70724613
sagittal,Bud31,70795817
sagittal,Butr1,76003336
sagittal,Bves,70231839
sagittal,Bysl,68910958
sagittal,Bzrap1,69530696
sagittal,Bzw1,293900
sagittal,Bzw2,69103487
sagittal,C030002c11rik,80342165
sagittal,C030002J06Rik,71809172
sagittal,C030003K17Rik*,73808373
sagittal,C030003M13Rik*,73808367
sagittal,C030006K11Rik,71612222
sagittal,C030007I09Rik,69530708
sagittal,C030010B13Rik,70231845
sagittal,C030013D06Rik,71148046
sagittal,C030014I23Rik,71022876
sagittal,C030016D13Rik,69530720
sagittal,C030019I05Rik,69530732
sagittal,C030025P15Rik,70946238
sagittal,C030033M19Rik,69013774
sagittal,C030034I22Rik,69530744
sagittal,C030039L03Rik,69837840
sagittal,C030046E11Rik,70231869
sagittal,C030046E11Rik,73906137
sagittal,C030046I01Rik,69530762
sagittal,C030048B08Rik,176782
sagittal,C130018E23Rik*,73811603
sagittal,C130021I20Rik,70305508
sagittal,C130022K22Rik,70528402
sagittal,C130022M03Rik,69530780
sagittal,C130023O10Rik,71808558
sagittal,C130026I21Rik,74578389
sagittal,C130026L21Rik,71380938
sagittal,C130036L24Rik,71212671
sagittal,C130039O16Rik,71232648
sagittal,C130040D06Rik,69530804
sagittal,C130044B04Rik*,73811621
sagittal,C130046B21Rik,74277355
sagittal,C130047K18Rik*,73811627
sagittal,C130050O18Rik,69530816
sagittal,C130052G03Rik,69530822
sagittal,C130060K24Rik,1165
sagittal,C130070B15Rik,70231881
sagittal,C130071C03Rik,69530840
sagittal,C130073F10Rik,70231887
sagittal,C130074G19Rik,71496025
sagittal,C130075H21Rik*,73811645
sagittal,C130079G13Rik,72183006
sagittal,C130079K02Rik*,73811633
sagittal,C130080K17Rik*,73811639
sagittal,C130096N06Rik,70231893
sagittal,C1d,74990481
sagittal,C1galt1,68743775
sagittal,C1galt1c1,75931466
sagittal,C1qa,68191456
sagittal,C1qa,77923147
sagittal,C1qb,71487058
sagittal,C1qbp,70528408
sagittal,C1qc,70430916
sagittal,C1ql2,68845789
sagittal,C1ql4,74735271
sagittal,C1qtnf1,68924461
sagittal,C1qtnf2,68162211
sagittal,C1qtnf3,70528419
sagittal,C1qtnf4,75198148
sagittal,C1qtnf5,74357603
sagittal,C1qtnf6,77922580
sagittal,C1qtnf7,70231899
sagittal,C1qtnf9,70228041
sagittal,C1ra,68191348
sagittal,C1rl,69530858
sagittal,C1s,75826672
sagittal,C2,68301772
sagittal,C230003A10Rik*,74000624
sagittal,C230004F18Rik,71496048
sagittal,C230009H10Rik,69530870
sagittal,C230011D21Rik*,73811657
sagittal,C230012O17Rik,69530876
sagittal,C230013L11Rik,69530882
sagittal,C230015M01Rik*,73811675
sagittal,C230015M18Rik*,73811669
sagittal,C230024C17,71574582
sagittal,C230029D21Rik,71496083
sagittal,C230029F24Rik,71808576
sagittal,C230029M16,70305532
sagittal,C230030N03Rik,70719033
sagittal,C230036H16Rik,70793899
sagittal,C230040D14,70305538
sagittal,C230049M14Rik*,73811663
sagittal,C230050L11,70305544
sagittal,C230052I12Rik,69530905
sagittal,C230057A21Rik,74509587
sagittal,C230057M02Rik,70231905
sagittal,C230060E24,71574594
sagittal,C230066G23Rik,69530911
sagittal,C230071H18Rik,69530917
sagittal,C230071H21Rik*,73811681
sagittal,C230073O14Rik,71152509
sagittal,C230074J23Rik*,73811699
sagittal,C230078M08Rik,71496233
sagittal,C230078M08Rik,77904879
sagittal,C230081A13Rik,70231917
sagittal,C230086J09Rik,71735076
sagittal,C230090A06Rik*,73811687
sagittal,C230096C10Rik,69530941
sagittal,C230096K16Rik,73811693
sagittal,C2cd2,1987
sagittal,C2cd2,70794007
sagittal,C2cd2l,69028497
sagittal,C2cd3,69527030
sagittal,C2cd4a,74736093
sagittal,C2cd4c,71493687
sagittal,C3,70528425
sagittal,C330005M16Rik,75931548
sagittal,C330006A16Rik,70596035
sagittal,C330006D17Rik,74300729
sagittal,C330006K01Rik,70231923
sagittal,C330007P06Rik,68196967
sagittal,C330011F03,74431582
sagittal,C330011M18Rik,70231935
sagittal,C330013J21Rik,69530971
sagittal,C330016O10Rik,69838603
sagittal,C330018D20Rik,69530983
sagittal,C330019G07Rik,69530995
sagittal,C330019L16Rik,70593192
sagittal,C330024D21Rik,74300795
sagittal,C330024E10Rik,74300735
sagittal,C330027C09Rik,69531001
sagittal,C330046G03Rik,70231947
sagittal,C330049O21Rik,71021009
sagittal,C3ar1,79360304
sagittal,C430042M11Rik,73513609
sagittal,C430048L16Rik,69531025
sagittal,C430049B03Rik,71021023
sagittal,C430049E01Rik*,74000636
sagittal,C4b,70305568
sagittal,C4bp,68301885
sagittal,C530008M17Rik,71213105
sagittal,C530008M17Rik,73818806
sagittal,C530025M09Rik,69531037
sagittal,C530028O21Rik,69531043
sagittal,C530030P08Rik,73870623
sagittal,C530043A13Rik,71021025
sagittal,C530043K16Rik,71021026
sagittal,C530050E15Rik,71496252
sagittal,C530050E15Rik,77904865
sagittal,C5ar1,69236885
sagittal,C6,68302257
sagittal,C630002N23Rik,74513872
sagittal,C630004H02Rik,532674
sagittal,C630004L07Rik,73808385
sagittal,C630007G15Rik*,73906370
sagittal,C630028L02Rik,76003513
sagittal,C630028M04Rik,74277640
sagittal,C630030K01Rik*,73808379
sagittal,C630049E18Rik*,74749260
sagittal,C630050I24Rik,74300759
sagittal,C730014E05Rik,71021030
sagittal,C730034F03Rik,71496270
sagittal,C730034F03Rik,77904875
sagittal,C730037M02Rik*,73906388
sagittal,C730047G04Rik*,74000654
sagittal,C730048C13Rik,69262323
sagittal,C730049P21Rik*,73808402
sagittal,C77080,69531121
sagittal,C77370,69531127
sagittal,C78339,71213235
sagittal,C79407,77620758
sagittal,C80913,70429178
sagittal,C85492,67881764
sagittal,C86695,72471781
sagittal,C87436,68637605
sagittal,C87499,68667649
sagittal,C8a,68795463
sagittal,C8b,71577962
sagittal,C8g,587431
sagittal,C920006O11Rik,74822582
sagittal,C920008G01Rik,75214949
sagittal,C920012J21Rik*,73811705
sagittal,C920016K16Rik,68844863
sagittal,C920025C15Rik*,73811711
sagittal,Cab39,587417
sagittal,Cab39l,68341693
sagittal,Cab39l,77910729
sagittal,Cabc1,67881751
sagittal,Cabin1,68861988
sagittal,Cables1,71021063
sagittal,Cables2,68743978
sagittal,Cables2,71735822
sagittal,Cabp1,74514333
sagittal,Cabp2,70724619
sagittal,Cabp4,70523800
sagittal,Cabp5,68443321
sagittal,Cabp7,70305592
sagittal,Cabyr,69540260
sagittal,Cachd1,69201522
sagittal,Cacna1a,79761029
sagittal,Cacna1b,71307202
sagittal,Cacna1b,81600564
sagittal,Cacna1c,69236891
sagittal,Cacna1d,68798037
sagittal,Cacna1e,69236897
sagittal,Cacna1f,69236903
sagittal,Cacna1g,68843793
sagittal,Cacna1h,69236909
sagittal,Cacna1h,77793161
sagittal,Cacna1i,70566256
sagittal,Cacna1s,70723167
sagittal,Cacna1s,71307208
sagittal,Cacna2d1,69236915
sagittal,Cacna2d1,74000600
sagittal,Cacna2d2,69236921
sagittal,Cacna2d3,69236927
sagittal,Cacna2d4,71808777
sagittal,Cacnb1,73497107
sagittal,Cacnb2,69236933
sagittal,Cacnb3,69236939
sagittal,Cacnb4,1680
sagittal,Cacnb4,70795841
sagittal,Cacng1,69236945
sagittal,Cacng1,77793163
sagittal,Cacng2,69236951
sagittal,Cacng3,70723369
sagittal,Cacng4,69236957
sagittal,Cacng5,69236963
sagittal,Cacng7,70723375
sagittal,Cacng8,70724625
sagittal,Cacybp,68203482
sagittal,Cad,74635481
sagittal,Cadm1,81654149
sagittal,Cadm1,100144893
sagittal,Cadm2,70278015
sagittal,Cadm3,69169911
sagittal,Cadm4,69735299
sagittal,Cadps,69201570
sagittal,Cadps2,69540266
sagittal,Cage1,69608187
sagittal,Calb1,176
sagittal,Calb1,70919860
sagittal,Calb1,75457488
sagittal,Calb1,75457489
sagittal,Calb1,75457490
sagittal,Calb1,75457491
sagittal,Calb1,75492673
sagittal,Calb1,75492683
sagittal,Calb1,75492693
sagittal,Calb1,75492703
sagittal,Calb1,75496141
sagittal,Calb1,75496142
sagittal,Calb1,75496143
sagittal,Calb1,75496144
sagittal,Calb1,75496450
sagittal,Calb1,75496460
sagittal,Calb1,75496470
sagittal,Calb1,75496471
sagittal,Calb2,69117422
sagittal,Calb2,75457438
sagittal,Calb2,75457439
sagittal,Calb2,75457440
sagittal,Calb2,75492224
sagittal,Calb2,75492322
sagittal,Calb2,75492428
sagittal,Calb2,75492430
sagittal,Calb2,75496133
sagittal,Calb2,75496134
sagittal,Calb2,75496135
sagittal,Calb2,75496136
sagittal,Calb2,75496370
sagittal,Calb2,75496380
sagittal,Calb2,75496390
sagittal,Calb2,75496400
sagittal,Calca,79749593
sagittal,Calcb,69540278
sagittal,Calcoco1,69407086
sagittal,Calcr,79913124
sagittal,Calcrl,75693039
sagittal,Cald1,68795453
sagittal,Cald1,70919250
sagittal,Calhm2,68445173
sagittal,Calhm3,71489810
sagittal,Calm1,180
sagittal,Calm1,181
sagittal,Calm2,183
sagittal,Calm3,186
sagittal,Calm4,68798322
sagittal,Calml3,71724554
sagittal,Calml4,68080684
sagittal,Caln1,69540290
sagittal,Calr,67978478
sagittal,Calr3,69540296
sagittal,Calr4,70218637
sagittal,Calu,69013426
sagittal,Caly,75831782
sagittal,Camk1,70445646
sagittal,Camk1d,69540302
sagittal,Camk1g,643550
sagittal,Camk2a,79360274
sagittal,Camk2b,70719036
sagittal,Camk2d,68668030
sagittal,Camk2g,190
sagittal,Camk4,69540314
sagittal,Camkk1,70431211
sagittal,Camkk2,67787353
sagittal,Camkv,634465
sagittal,Camp,69540321
sagittal,Camsap1,69540327
sagittal,Camsap1l1,70218283
sagittal,Camta1,69540333
sagittal,Camta1,73716734
sagittal,Camta2,69540339
sagittal,Cand1,69608420
sagittal,Cand2,69202262
sagittal,Cant1,68666493
sagittal,Canx,69080016
sagittal,Cap1,76081921
sagittal,Cap2,69015158
sagittal,Capg,67978490
sagittal,Capn1,70528444
sagittal,Capn10,386024
sagittal,Capn10,77792631
sagittal,Capn12,68744504
sagittal,Capn13,74578266
sagittal,Capn2,69540345
sagittal,Capn2,77798987
sagittal,Capn3,69540351
sagittal,Capn5,69015476
sagittal,Capn6,77798989
sagittal,Capn7,75931510
sagittal,Capn9,68745072
sagittal,Capns1,68633113
sagittal,Caprin1,71232750
sagittal,Caprin2,69838739
sagittal,Caps2,75988344
sagittal,Capsl,75694246
sagittal,Capza1,68342264
sagittal,Capza3,75851043
sagittal,Capzb,70919131
sagittal,Capzb,74357646
sagittal,Car1,71617032
sagittal,Car1,77910703
sagittal,Car10,634453
sagittal,Car11,68797501
